,Company Name,Industry,LastPrice,Change,%Chg,Mkt Cap(Rs cr),Time
39,Tata Motors,Automobile - LCVS/ HVCS,68.9,2.7,4.08,21283.02,2020-03-24 15:17:49.408034
40,Tata Steel,Iron & Steel,271.65,0.5,0.18,30601.09,2020-03-24 15:17:49.408034
41,TCS,IT Services & Consulting,1701.0,31.3,1.87,638280.64,2020-03-24 15:17:49.408034
42,Tech Mahindra,IT Services & Consulting,507.45,20.25,4.16,50051.25,2020-03-24 15:17:49.408034
43,Titan Company,Diamond  &  Jewellery,816.3,15.35,1.92,72469.98,2020-03-24 15:17:49.408034
44,UltraTechCement,Cement,3028.7,-26.15,-0.86,87415.39,2020-03-24 15:17:49.408034
45,UPL,Pesticides & Agrochemicals,260.1,5.5,2.16,19872.82,2020-03-24 15:17:49.408034
46,Vedanta,Metals - Non Ferrous,62.95,0.3,0.48,23399.75,2020-03-24 15:17:49.408034
47,Wipro,IT Services & Consulting,177.1,6.95,4.08,101183.56,2020-03-24 15:17:49.408034
48,Yes Bank,Bank - Private,35.1,-4.65,-11.7,44052.16,2020-03-24 15:17:49.408034
49,Zee Entertain,TV Broadcasting & Software Production,119.2,-2.8,-2.3,11448.96,2020-03-24 15:17:49.408034
0,Adani Ports,Transport Infrastructure,232.05,24.25,11.67,47146.8,2020-03-24 15:18:51.276519
1,Asian Paints,Paints,1536.35,37.9,2.53,147366.35,2020-03-24 15:18:51.276519
2,Axis Bank,Bank - Private,303.7,-4.95,-1.6,85687.18,2020-03-24 15:18:51.276519
3,Bajaj Auto,Automobile - 2 & 3 Wheelers,1940.7,5.15,0.27,56157.46,2020-03-24 15:18:51.276519
4,Bajaj Finance,Finance - NBFC,2491.0,224.85,9.92,149880.75,2020-03-24 15:18:51.276519
5,Bajaj Finserv,Finance - Investment,4560.2,-60.85,-1.32,72569.79,2020-03-24 15:18:51.276519
6,Bharti Airtel,Telecommunication - Service Provider,404.05,-3.3,-0.81,220431.79,2020-03-24 15:18:51.276519
7,Bharti Infratel,Telecommunication - Equipment,140.6,-2.8,-1.95,26005.49,2020-03-24 15:18:51.276519
8,BPCL,Refineries,264.8,-4.55,-1.69,57441.81,2020-03-24 15:18:51.276519
9,Britannia,Consumer Food,2382.25,244.4,11.43,57285.56,2020-03-24 15:18:51.276519
10,Cipla,Pharmaceuticals & Drugs,376.5,1.25,0.33,30354.76,2020-03-24 15:18:51.276519
11,Coal India,Coal,128.4,0.55,0.43,79129.43,2020-03-24 15:18:51.276519
12,Dr Reddys Labs,Pharmaceuticals & Drugs,2847.4,79.0,2.85,47315.84,2020-03-24 15:18:51.276519
13,Eicher Motors,Automobile - LCVS/ HVCS,14114.0,408.1,2.98,38538.94,2020-03-24 15:18:51.276519
14,GAIL,Gas Distribution,75.75,-2.25,-2.88,34456.21,2020-03-24 15:18:51.276519
15,Grasim,Diversified,402.05,-31.2,-7.2,26446.81,2020-03-24 15:18:51.276519
16,HCL Tech,IT Services & Consulting,442.2,25.05,6.01,119998.27,2020-03-24 15:18:51.276519
17,HDFC,Finance - Housing,1497.1,-23.6,-1.55,259294.3,2020-03-24 15:18:51.276519
18,HDFC Bank,Bank - Private,772.85,1.3,0.17,423775.79,2020-03-24 15:18:51.276519
19,Hero Motocorp,Automobile - 2 & 3 Wheelers,1642.0,26.0,1.61,32797.2,2020-03-24 15:18:51.276519
20,Hindalco,Iron & Steel,89.0,1.1,1.25,19991.38,2020-03-24 15:18:51.276519
21,HUL,Household & Personal Products,2022.1,152.4,8.15,437748.47,2020-03-24 15:18:51.276519
22,ICICI Bank,Bank - Private,295.75,11.75,4.14,191423.87,2020-03-24 15:18:51.276519
23,IndusInd Bank,Bank - Private,312.65,-23.8,-7.07,21683.39,2020-03-24 15:18:51.276519
24,Infosys,IT Services & Consulting,588.45,62.0,11.78,250608.92,2020-03-24 15:18:51.276519
25,IOC,Refineries,79.65,-1.1,-1.36,74983.78,2020-03-24 15:18:51.276519
26,ITC,Cigarettes/Tobacco,150.05,-4.25,-2.75,184444.93,2020-03-24 15:18:51.276519
27,JSW Steel,Iron & Steel,146.75,2.35,1.63,35472.71,2020-03-24 15:18:51.276519
28,Kotak Mahindra,Bank - Private,1158.6,60.35,5.5,221578.37,2020-03-24 15:18:51.276519
29,Larsen,Engineering & Construction,708.7,-15.35,-2.12,99493.83,2020-03-24 15:18:51.276519
30,M&M,Automobile - Auto & Truck Manufacturers,270.45,-22.95,-7.82,33622.14,2020-03-24 15:18:51.276519
31,Maruti Suzuki,Automobile - Passenger Cars,4490.5,270.15,6.4,135649.05,2020-03-24 15:18:51.276519
32,Nestle,Consumer Food,13613.25,668.6,5.17,131253.12,2020-03-24 15:18:51.276519
33,NTPC,Power Generation/Distribution,78.05,1.65,2.16,77227.02,2020-03-24 15:18:51.276519
34,ONGC,Oil Exploration and Production,62.5,2.1,3.48,78626.75,2020-03-24 15:18:51.276519
35,Power Grid Corp,Power Generation/Distribution,147.3,-5.7,-3.73,77061.32,2020-03-24 15:18:51.276519
36,Reliance,Oil Exploration and Production,939.3,55.25,6.25,595447.4,2020-03-24 15:18:51.276519
37,SBI,Bank - Public,183.65,2.05,1.13,163900.49,2020-03-24 15:18:51.276519
38,Sun Pharma,Pharmaceuticals & Drugs,334.65,10.15,3.13,80293.74,2020-03-24 15:18:51.276519
39,Tata Motors,Automobile - LCVS/ HVCS,68.75,2.55,3.85,21236.68,2020-03-24 15:18:51.276519
40,Tata Steel,Iron & Steel,270.5,-0.65,-0.24,30471.55,2020-03-24 15:18:51.276519
41,TCS,IT Services & Consulting,1702.25,32.55,1.95,638749.69,2020-03-24 15:18:51.276519
42,Tech Mahindra,IT Services & Consulting,503.8,16.6,3.41,49691.24,2020-03-24 15:18:51.276519
43,Titan Company,Diamond  &  Jewellery,815.15,14.2,1.77,72367.89,2020-03-24 15:18:51.276519
44,UltraTechCement,Cement,3017.0,-37.85,-1.24,87077.7,2020-03-24 15:18:51.276519
45,UPL,Pesticides & Agrochemicals,258.7,4.1,1.61,19765.86,2020-03-24 15:18:51.276519
46,Vedanta,Metals - Non Ferrous,62.6,-0.05,-0.08,23269.65,2020-03-24 15:18:51.276519
47,Wipro,IT Services & Consulting,176.3,6.15,3.61,100726.49,2020-03-24 15:18:51.276519
48,Yes Bank,Bank - Private,35.0,-4.75,-11.95,43926.65,2020-03-24 15:18:51.276519
49,Zee Entertain,TV Broadcasting & Software Production,119.2,-2.8,-2.3,11448.96,2020-03-24 15:18:51.276519
0,Adani Ports,Transport Infrastructure,231.95,24.15,11.62,47126.48,2020-03-24 15:19:51.649835
1,Asian Paints,Paints,1535.15,36.7,2.45,147251.25,2020-03-24 15:19:51.649835
2,Axis Bank,Bank - Private,303.55,-5.1,-1.65,85644.85,2020-03-24 15:19:51.649835
3,Bajaj Auto,Automobile - 2 & 3 Wheelers,1944.1,8.55,0.44,56255.84,2020-03-24 15:19:51.649835
4,Bajaj Finance,Finance - NBFC,2494.55,228.4,10.08,150094.35,2020-03-24 15:19:51.649835
5,Bajaj Finserv,Finance - Investment,4607.45,-13.6,-0.29,73321.71,2020-03-24 15:19:51.649835
6,Bharti Airtel,Telecommunication - Service Provider,404.75,-2.6,-0.64,220813.68,2020-03-24 15:19:51.649835
7,Bharti Infratel,Telecommunication - Equipment,140.75,-2.65,-1.85,26033.24,2020-03-24 15:19:51.649835
8,BPCL,Refineries,262.7,-6.65,-2.47,56986.27,2020-03-24 15:19:51.649835
9,Britannia,Consumer Food,2384.45,246.6,11.53,57338.46,2020-03-24 15:19:51.649835
10,Cipla,Pharmaceuticals & Drugs,375.95,0.7,0.19,30310.42,2020-03-24 15:19:51.649835
11,Coal India,Coal,128.4,0.55,0.43,79129.43,2020-03-24 15:19:51.649835
12,Dr Reddys Labs,Pharmaceuticals & Drugs,2855.65,87.25,3.15,47452.93,2020-03-24 15:19:51.649835
13,Eicher Motors,Automobile - LCVS/ HVCS,14111.95,406.05,2.96,38533.35,2020-03-24 15:19:51.649835
14,GAIL,Gas Distribution,76.1,-1.9,-2.44,34615.41,2020-03-24 15:19:51.649835
15,Grasim,Diversified,403.35,-29.9,-6.9,26532.32,2020-03-24 15:19:51.649835
16,HCL Tech,IT Services & Consulting,442.25,25.1,6.02,120011.84,2020-03-24 15:19:51.649835
17,HDFC,Finance - Housing,1499.25,-21.45,-1.41,259666.68,2020-03-24 15:19:51.649835
18,HDFC Bank,Bank - Private,774.0,2.45,0.32,424406.37,2020-03-24 15:19:51.649835
19,Hero Motocorp,Automobile - 2 & 3 Wheelers,1635.9,19.9,1.23,32675.36,2020-03-24 15:19:51.649835
20,Hindalco,Iron & Steel,89.2,1.3,1.48,20036.31,2020-03-24 15:19:51.649835
21,HUL,Household & Personal Products,2023.0,153.3,8.2,437943.3,2020-03-24 15:19:51.649835
22,ICICI Bank,Bank - Private,295.95,11.95,4.21,191553.32,2020-03-24 15:19:51.649835
23,IndusInd Bank,Bank - Private,314.3,-22.15,-6.58,21797.83,2020-03-24 15:19:51.649835
24,Infosys,IT Services & Consulting,591.05,64.6,12.27,251716.21,2020-03-24 15:19:51.649835
25,IOC,Refineries,79.65,-1.1,-1.36,74983.78,2020-03-24 15:19:51.649835
26,ITC,Cigarettes/Tobacco,150.1,-4.2,-2.72,184506.39,2020-03-24 15:19:51.649835
27,JSW Steel,Iron & Steel,147.35,2.95,2.04,35617.74,2020-03-24 15:19:51.649835
28,Kotak Mahindra,Bank - Private,1163.5,65.25,5.94,222515.48,2020-03-24 15:19:51.649835
29,Larsen,Engineering & Construction,707.95,-16.1,-2.22,99388.54,2020-03-24 15:19:51.649835
30,M&M,Automobile - Auto & Truck Manufacturers,269.95,-23.45,-7.99,33559.98,2020-03-24 15:19:51.649835
31,Maruti Suzuki,Automobile - Passenger Cars,4493.8,273.45,6.48,135748.74,2020-03-24 15:19:51.649835
32,Nestle,Consumer Food,13623.85,679.2,5.25,131355.33,2020-03-24 15:19:51.649835
33,NTPC,Power Generation/Distribution,77.85,1.45,1.9,77029.13,2020-03-24 15:19:51.649835
34,ONGC,Oil Exploration and Production,62.5,2.1,3.48,78626.75,2020-03-24 15:19:51.649835
35,Power Grid Corp,Power Generation/Distribution,147.3,-5.7,-3.73,77061.32,2020-03-24 15:19:51.649835
36,Reliance,Oil Exploration and Production,942.0,57.95,6.56,597159.0,2020-03-24 15:19:51.649835
37,SBI,Bank - Public,183.9,2.3,1.27,164123.61,2020-03-24 15:19:51.649835
38,Sun Pharma,Pharmaceuticals & Drugs,335.6,11.1,3.42,80521.68,2020-03-24 15:19:51.649835
39,Tata Motors,Automobile - LCVS/ HVCS,68.65,2.45,3.7,21205.79,2020-03-24 15:19:51.649835
40,Tata Steel,Iron & Steel,271.35,0.2,0.07,30567.3,2020-03-24 15:19:51.649835
41,TCS,IT Services & Consulting,1704.95,35.25,2.11,639762.83,2020-03-24 15:19:51.649835
42,Tech Mahindra,IT Services & Consulting,505.15,17.95,3.68,49824.39,2020-03-24 15:19:51.649835
43,Titan Company,Diamond  &  Jewellery,817.0,16.05,2.0,72532.13,2020-03-24 15:19:51.649835
44,UltraTechCement,Cement,3036.85,-18.0,-0.59,87650.62,2020-03-24 15:19:51.649835
45,UPL,Pesticides & Agrochemicals,258.35,3.75,1.47,19739.11,2020-03-24 15:19:51.649835
46,Vedanta,Metals - Non Ferrous,62.95,0.3,0.48,23399.75,2020-03-24 15:19:51.649835
47,Wipro,IT Services & Consulting,176.65,6.5,3.82,100926.46,2020-03-24 15:19:51.649835
48,Yes Bank,Bank - Private,35.0,-4.75,-11.95,43926.65,2020-03-24 15:19:51.649835
49,Zee Entertain,TV Broadcasting & Software Production,118.8,-3.2,-2.62,11410.54,2020-03-24 15:19:51.649835
0,Adani Ports,Transport Infrastructure,231.95,24.15,11.62,47126.48,2020-03-24 15:20:52.020249
1,Asian Paints,Paints,1535.15,36.7,2.45,147251.25,2020-03-24 15:20:52.020249
2,Axis Bank,Bank - Private,303.55,-5.1,-1.65,85644.85,2020-03-24 15:20:52.020249
3,Bajaj Auto,Automobile - 2 & 3 Wheelers,1944.1,8.55,0.44,56255.84,2020-03-24 15:20:52.020249
4,Bajaj Finance,Finance - NBFC,2494.55,228.4,10.08,150094.35,2020-03-24 15:20:52.020249
5,Bajaj Finserv,Finance - Investment,4607.45,-13.6,-0.29,73321.71,2020-03-24 15:20:52.020249
6,Bharti Airtel,Telecommunication - Service Provider,404.75,-2.6,-0.64,220813.68,2020-03-24 15:20:52.020249
7,Bharti Infratel,Telecommunication - Equipment,140.75,-2.65,-1.85,26033.24,2020-03-24 15:20:52.020249
8,BPCL,Refineries,262.7,-6.65,-2.47,56986.27,2020-03-24 15:20:52.020249
9,Britannia,Consumer Food,2384.45,246.6,11.53,57338.46,2020-03-24 15:20:52.020249
10,Cipla,Pharmaceuticals & Drugs,375.95,0.7,0.19,30310.42,2020-03-24 15:20:52.020249
11,Coal India,Coal,128.4,0.55,0.43,79129.43,2020-03-24 15:20:52.020249
12,Dr Reddys Labs,Pharmaceuticals & Drugs,2855.65,87.25,3.15,47452.93,2020-03-24 15:20:52.020249
13,Eicher Motors,Automobile - LCVS/ HVCS,14111.95,406.05,2.96,38533.35,2020-03-24 15:20:52.020249
14,GAIL,Gas Distribution,76.1,-1.9,-2.44,34615.41,2020-03-24 15:20:52.020249
15,Grasim,Diversified,403.35,-29.9,-6.9,26532.32,2020-03-24 15:20:52.020249
16,HCL Tech,IT Services & Consulting,442.25,25.1,6.02,120011.84,2020-03-24 15:20:52.020249
17,HDFC,Finance - Housing,1499.25,-21.45,-1.41,259666.68,2020-03-24 15:20:52.020249
18,HDFC Bank,Bank - Private,774.0,2.45,0.32,424406.37,2020-03-24 15:20:52.020249
19,Hero Motocorp,Automobile - 2 & 3 Wheelers,1635.9,19.9,1.23,32675.36,2020-03-24 15:20:52.020249
20,Hindalco,Iron & Steel,89.2,1.3,1.48,20036.31,2020-03-24 15:20:52.020249
21,HUL,Household & Personal Products,2023.0,153.3,8.2,437943.3,2020-03-24 15:20:52.020249
22,ICICI Bank,Bank - Private,295.95,11.95,4.21,191553.32,2020-03-24 15:20:52.020249
23,IndusInd Bank,Bank - Private,314.3,-22.15,-6.58,21797.83,2020-03-24 15:20:52.020249
24,Infosys,IT Services & Consulting,591.05,64.6,12.27,251716.21,2020-03-24 15:20:52.020249
25,IOC,Refineries,79.65,-1.1,-1.36,74983.78,2020-03-24 15:20:52.020249
26,ITC,Cigarettes/Tobacco,150.1,-4.2,-2.72,184506.39,2020-03-24 15:20:52.020249
27,JSW Steel,Iron & Steel,147.35,2.95,2.04,35617.74,2020-03-24 15:20:52.020249
28,Kotak Mahindra,Bank - Private,1163.5,65.25,5.94,222515.48,2020-03-24 15:20:52.020249
29,Larsen,Engineering & Construction,707.95,-16.1,-2.22,99388.54,2020-03-24 15:20:52.020249
30,M&M,Automobile - Auto & Truck Manufacturers,269.95,-23.45,-7.99,33559.98,2020-03-24 15:20:52.020249
31,Maruti Suzuki,Automobile - Passenger Cars,4493.8,273.45,6.48,135748.74,2020-03-24 15:20:52.020249
32,Nestle,Consumer Food,13623.85,679.2,5.25,131355.33,2020-03-24 15:20:52.020249
33,NTPC,Power Generation/Distribution,77.85,1.45,1.9,77029.13,2020-03-24 15:20:52.020249
34,ONGC,Oil Exploration and Production,62.5,2.1,3.48,78626.75,2020-03-24 15:20:52.020249
35,Power Grid Corp,Power Generation/Distribution,147.3,-5.7,-3.73,77061.32,2020-03-24 15:20:52.020249
36,Reliance,Oil Exploration and Production,942.0,57.95,6.56,597159.0,2020-03-24 15:20:52.020249
37,SBI,Bank - Public,183.9,2.3,1.27,164123.61,2020-03-24 15:20:52.020249
38,Sun Pharma,Pharmaceuticals & Drugs,335.6,11.1,3.42,80521.68,2020-03-24 15:20:52.020249
39,Tata Motors,Automobile - LCVS/ HVCS,68.65,2.45,3.7,21205.79,2020-03-24 15:20:52.020249
40,Tata Steel,Iron & Steel,271.35,0.2,0.07,30567.3,2020-03-24 15:20:52.020249
41,TCS,IT Services & Consulting,1704.95,35.25,2.11,639762.83,2020-03-24 15:20:52.020249
42,Tech Mahindra,IT Services & Consulting,505.15,17.95,3.68,49824.39,2020-03-24 15:20:52.020249
43,Titan Company,Diamond  &  Jewellery,817.0,16.05,2.0,72532.13,2020-03-24 15:20:52.020249
44,UltraTechCement,Cement,3036.85,-18.0,-0.59,87650.62,2020-03-24 15:20:52.020249
45,UPL,Pesticides & Agrochemicals,258.35,3.75,1.47,19739.11,2020-03-24 15:20:52.020249
46,Vedanta,Metals - Non Ferrous,62.95,0.3,0.48,23399.75,2020-03-24 15:20:52.020249
47,Wipro,IT Services & Consulting,176.65,6.5,3.82,100926.46,2020-03-24 15:20:52.020249
48,Yes Bank,Bank - Private,35.0,-4.75,-11.95,43926.65,2020-03-24 15:20:52.020249
49,Zee Entertain,TV Broadcasting & Software Production,118.8,-3.2,-2.62,11410.54,2020-03-24 15:20:52.020249
0,Adani Ports,Transport Infrastructure,233.8,26.0,12.51,47502.36,2020-03-24 15:21:53.731000
1,Asian Paints,Paints,1535.0,36.55,2.44,147236.86,2020-03-24 15:21:53.731000
2,Axis Bank,Bank - Private,302.0,-6.65,-2.15,85207.53,2020-03-24 15:21:53.731000
3,Bajaj Auto,Automobile - 2 & 3 Wheelers,1948.45,12.9,0.67,56381.72,2020-03-24 15:21:53.731000
4,Bajaj Finance,Finance - NBFC,2500.0,233.85,10.32,150422.27,2020-03-24 15:21:53.731000
5,Bajaj Finserv,Finance - Investment,4570.9,-50.15,-1.09,72740.06,2020-03-24 15:21:53.731000
6,Bharti Airtel,Telecommunication - Service Provider,403.1,-4.25,-1.04,219913.52,2020-03-24 15:21:53.731000
7,Bharti Infratel,Telecommunication - Equipment,141.65,-1.75,-1.22,26199.7,2020-03-24 15:21:53.731000
8,BPCL,Refineries,267.7,-1.65,-0.61,58070.9,2020-03-24 15:21:53.731000
9,Britannia,Consumer Food,2380.25,242.4,11.34,57237.47,2020-03-24 15:21:53.731000
10,Cipla,Pharmaceuticals & Drugs,377.25,2.0,0.53,30415.23,2020-03-24 15:21:53.731000
11,Coal India,Coal,128.3,0.45,0.35,79067.8,2020-03-24 15:21:53.731000
12,Dr Reddys Labs,Pharmaceuticals & Drugs,2846.45,78.05,2.82,47300.05,2020-03-24 15:21:53.731000
13,Eicher Motors,Automobile - LCVS/ HVCS,14144.5,438.6,3.2,38622.23,2020-03-24 15:21:53.731000
14,GAIL,Gas Distribution,75.55,-2.45,-3.14,34365.24,2020-03-24 15:21:53.731000
15,Grasim,Diversified,399.9,-33.35,-7.7,26305.38,2020-03-24 15:21:53.731000
16,HCL Tech,IT Services & Consulting,444.15,27.0,6.47,120527.44,2020-03-24 15:21:53.731000
17,HDFC,Finance - Housing,1490.1,-30.6,-2.01,258081.92,2020-03-24 15:21:53.731000
18,HDFC Bank,Bank - Private,772.85,1.3,0.17,423775.79,2020-03-24 15:21:53.731000
19,Hero Motocorp,Automobile - 2 & 3 Wheelers,1637.55,21.55,1.33,32708.32,2020-03-24 15:21:53.731000
20,Hindalco,Iron & Steel,89.05,1.15,1.31,20002.61,2020-03-24 15:21:53.731000
21,HUL,Household & Personal Products,2021.75,152.05,8.13,437672.7,2020-03-24 15:21:53.731000
22,ICICI Bank,Bank - Private,296.25,12.25,4.31,191747.49,2020-03-24 15:21:53.731000
23,IndusInd Bank,Bank - Private,319.3,-17.15,-5.1,22144.6,2020-03-24 15:21:53.731000
24,Infosys,IT Services & Consulting,599.35,72.9,13.85,255251.01,2020-03-24 15:21:53.731000
25,IOC,Refineries,79.85,-0.9,-1.11,75172.06,2020-03-24 15:21:53.731000
26,ITC,Cigarettes/Tobacco,150.75,-3.55,-2.3,185305.39,2020-03-24 15:21:53.731000
27,JSW Steel,Iron & Steel,147.0,2.6,1.8,35533.14,2020-03-24 15:21:53.731000
28,Kotak Mahindra,Bank - Private,1160.55,62.3,5.67,221951.3,2020-03-24 15:21:53.731000
29,Larsen,Engineering & Construction,710.2,-13.85,-1.91,99704.41,2020-03-24 15:21:53.731000
30,M&M,Automobile - Auto & Truck Manufacturers,268.7,-24.7,-8.42,33404.58,2020-03-24 15:21:53.731000
31,Maruti Suzuki,Automobile - Passenger Cars,4507.0,286.65,6.79,136147.48,2020-03-24 15:21:53.731000
32,Nestle,Consumer Food,13583.7,639.05,4.94,130968.22,2020-03-24 15:21:53.731000
33,NTPC,Power Generation/Distribution,77.9,1.5,1.96,77078.6,2020-03-24 15:21:53.731000
34,ONGC,Oil Exploration and Production,62.45,2.05,3.39,78563.84,2020-03-24 15:21:53.731000
35,Power Grid Corp,Power Generation/Distribution,147.65,-5.35,-3.5,77244.42,2020-03-24 15:21:53.731000
36,Reliance,Oil Exploration and Production,944.85,60.8,6.88,598965.69,2020-03-24 15:21:53.731000
37,SBI,Bank - Public,184.6,3.0,1.65,164748.33,2020-03-24 15:21:53.731000
38,Sun Pharma,Pharmaceuticals & Drugs,335.75,11.25,3.47,80557.67,2020-03-24 15:21:53.731000
39,Tata Motors,Automobile - LCVS/ HVCS,68.85,2.65,4.0,21267.57,2020-03-24 15:21:53.731000
40,Tata Steel,Iron & Steel,271.5,0.35,0.13,30584.19,2020-03-24 15:21:53.731000
41,TCS,IT Services & Consulting,1708.7,39.0,2.34,641169.97,2020-03-24 15:21:53.731000
42,Tech Mahindra,IT Services & Consulting,503.75,16.55,3.4,49686.31,2020-03-24 15:21:53.731000
43,Titan Company,Diamond  &  Jewellery,819.8,18.85,2.35,72780.71,2020-03-24 15:21:53.731000
44,UltraTechCement,Cement,3018.25,-36.6,-1.2,87113.78,2020-03-24 15:21:53.731000
45,UPL,Pesticides & Agrochemicals,258.85,4.25,1.67,19777.32,2020-03-24 15:21:53.731000
46,Vedanta,Metals - Non Ferrous,62.9,0.25,0.4,23381.17,2020-03-24 15:21:53.731000
47,Wipro,IT Services & Consulting,176.3,6.15,3.61,100726.49,2020-03-24 15:21:53.731000
48,Yes Bank,Bank - Private,34.85,-4.9,-12.33,43738.4,2020-03-24 15:21:53.731000
49,Zee Entertain,TV Broadcasting & Software Production,118.95,-3.05,-2.5,11424.95,2020-03-24 15:21:53.731000
